1	1
2	1
3	1
4	0
5	1
6	0
7	1
8	1
9	0
10	1
11	1
12	1
13	1
14	0
15	1
16	0
17	1
18	0
19	1
20	0
21	0
22	0
23	0
24	1
25	0
26	0
27	1
28	1
29	0
30	0
31	0
32	0
33	1
34	1
35	0
36	0
37	1
38	1
39	1
40	1
41	0
42	0
43	0
44	1
45	0
46	1
47	0
48	1
49	0
50	0
51	0
52	0
53	1
54	1
55	0
56	0
57	1
58	1
59	1
60	1
61	0
62	1
63	0
64	0
65	1
66	1
67	1
68	0
69	0
70	0
71	0
72	0
73	0
74	1
75	1
76	0
77	1
78	0
79	0
80	0
81	0
82	0
83	1
84	0
85	0
86	1
87	1
88	1
89	0
90	1
92	0
93	0
94	0
95	0
96	0
97	1
98	0
99	1
100	0
101	0
102	1
103	0
104	1
105	1
106	0
107	1
108	1
109	0
110	0
111	0
112	0
113	1
114	0
115	0
116	1
117	0
118	0
119	1
120	1
121	0
122	0
123	1
124	0
125	0
126	1
127	1
128	1
129	0
130	1
131	0
132	0
133	1
134	1
135	1
136	1
137	1
138	1
139	1
140	1
141	0
142	0
143	1
144	0
145	0
146	1
147	0
148	0
149	0
150	1
151	0
152	0
153	1
154	0
155	0
156	0
157	1
158	1
159	0
160	1
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	1
169	1
170	1
171	0
172	0
173	0
174	1
175	0
176	0
177	0
178	0
179	1
180	0
181	1
182	0
183	0
184	0
185	1
186	1
187	0
188	0
189	1
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	1
198	0
199	1
200	0
201	1
202	0
203	1
204	0
205	1
206	0
207	1
208	1
209	0
210	0
211	0
212	1
213	0
214	1
215	0
216	1
217	0
218	0
219	1
220	0
222	1
223	0
224	1
225	0
226	0
227	0
228	0
229	0
230	0
231	1
232	1
233	0
234	0
235	0
236	1
237	1
238	1
239	1
240	0
241	1
242	0
243	1
244	1
245	1
246	1
247	0
248	1
249	0
250	1
251	0
252	1
253	0
254	1
255	0
256	1
257	0
258	1
259	0
260	1
261	1
262	1
263	0
264	1
265	0
266	0
267	1
268	0
269	0
270	1
271	0
272	1
273	0
274	1
275	1
276	1
277	1
278	1
279	0
280	0
281	0
282	1
283	0
284	1
285	0
286	0
287	0
288	0
289	1
290	0
292	0
293	0
294	0
295	1
296	0
297	0
298	1
299	0
300	1
301	1
302	0
303	0
304	1
305	0
306	0
307	0
308	0
309	0
310	1
311	0
312	1
313	1
314	1
315	0
316	1
317	1
318	0
319	0
320	0
321	0
322	0
324	0
325	0
326	1
327	0
328	0
329	1
330	0
331	1
332	0
333	1
334	1
335	0
336	0
337	0
338	0
339	1
340	1
341	1
342	0
343	1
344	1
345	0
346	0
347	0
348	0
349	1
350	1
351	1
352	1
353	0
354	0
355	1
356	1
357	0
358	0
359	0
360	1
361	1
362	1
363	1
364	1
365	1
366	0
367	1
368	1
369	0
370	1
371	0
372	1
373	0
374	1
375	1
376	1
377	0
378	1
379	0
380	0
381	0
382	0
383	1
384	0
385	0
386	0
387	0
388	0
389	1
390	1
391	0
392	1
393	1
394	0
395	1
396	0
397	0
398	1
399	0
400	0
401	0
402	0
403	1
404	1
405	1
406	0
407	0
408	1
409	0
410	1
411	0
412	1
413	1
414	1
415	1
416	0
417	1
418	1
419	1
420	0
421	1
422	0
423	0
424	1
425	1
426	0
427	0
428	0
429	1
430	1
431	0
432	1
433	1
434	0
435	1
436	0
437	1
438	1
439	0
440	1
441	0
442	0
443	1
444	0
445	1
446	0
447	0
448	0
449	0
450	1
451	0
452	1
453	1
454	0
455	1
456	0
457	1
458	1
459	0
460	1
461	0
462	0
463	0
464	0
465	0
466	1
467	0
468	1
469	0
470	0
471	1
472	1
473	1
474	0
475	0
476	0
477	0
478	0
479	0
480	1
481	0
482	0
483	1
484	1
485	1
486	1
487	1
488	0
489	1
490	0
491	1
492	1
493	0
494	0
495	0
496	0
497	1
498	0
499	1
500	1
501	0
502	1
503	0
504	0
505	1
506	1
507	1
508	1
509	0
510	0
511	0
512	0
513	1
514	0
515	1
516	1
517	0
518	0
519	1
520	1
521	0
522	0
523	0
524	1
525	0
526	1
527	0
528	1
529	1
530	1
531	1
532	0
533	1
534	1
535	0
536	1
537	0
538	0
539	1
540	0
541	0
542	1
543	1
544	0
546	1
547	0
548	1
549	1
550	0
551	1
552	1
553	0
554	0
555	0
556	1
558	1
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	1
568	0
569	1
570	0
571	1
572	0
573	0
574	1
575	1
576	0
577	1
578	0
579	1
580	1
581	0
582	1
583	1
584	1
585	1
586	1
587	1
588	1
589	0
590	1
591	0
592	1
593	0
594	1
595	1
596	1
597	0
598	1
599	0
600	0
601	1
602	1
603	1
604	1
605	1
606	0
607	0
608	0
609	1
